Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Inventory Movement Type,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
32154,"Revive Liquid, 200 gm",LSRLQCREV00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Revive Liquid Stifferner, 400 gm Bottle",HOKHOKREV00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Revive Liquid Stifferner, 400 gm Bottle",HNKHNKREV00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Revive Liquid Stifferner, 400 gm Bottle",LSRLQCREV00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Saffola Masala Oats Chinese - 39 gm (MRP-18),BREBRESOA00000009,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Saffola Masala Oats Classic Masala - 39 gm (MRP-15),BREBRESOA00000008,31/03/21,V2VZ01SR001-0001,In,10,0,0,0
32154,Saffola Masala Oats Italian - 39 gm (MRP-18),BREBRESOA00000007,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Saffola Masala Oats Veggie Twist - 39 gm (MRP-15),BREBRESOA00000006,31/03/21,V2VZ01SR001-0001,In,3,0,0,0
32154,Saffola Masala Oats Pongal - 39 gm (MRP-15),BREBRESOA00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Saffola Oats - 400 gm  (MRP-77),BREBRESOA00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Saffola Tangy Chaat Masala Oats - 39 gm (MRP-15),BREBRESOA00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Saffola  Active Edible Oil Pouch, 1 Ltr",GRSGRSSOI00000009,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Saffola  Gold Edible Oil Pouch, 1 Ltr",GRSGRSSOI00000007,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Saffola Gold Pouch, 1 Ltr",GRSGRSSOI00000012,31/03/21,V2VZ01SR001-0001,In,5816,0,0,0
32154,"Saffola  Gold Edible Oil  Jar, 2 Ltr",GRSGRSSOI00000006,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Saffola  Tasty Edible Oil Pouch, 1 Ltr",GRSGRSSOI00000005,31/03/21,V2VZ01SR001-0001,In,8,0,0,0
32154,"Saffola  Tasty Edible Oil Jar, 5 Ltr",GRSGRSSOI00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Saffola  Total Edible Oil Jar, 1 Ltr",GRSGRSSOI00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Saffola  Total Edible Oil Jar, 2 Ltr",GRSGRSSOI00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Saffola  Gold - 5 L Jar+ 1 Ltr Free,GRSGRSSOI00000010,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Saffola  Gold - 5 L Jar+ 1 Ltr Free,GRSGRSSOI00000011,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Set Wet Cool Hold Hair Gel, 100 ml",PCRPCRSWT00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Set Wet Cool Hold Hair Gel, 100 ml+Set Wet Citrus Blast Deo 20 Ml Free",HGSHARSWT00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Set Wet Cool Hold Hair Gel, 50 ml",PCRPCRSWT00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Set Wet Cool Hold Hair Gel, 50 ml+30% Extra",HGSHARSWT00000001,31/03/21,V2VZ01SR001-0001,In,22,0,0,0
32154,"Set Wet Vertical Hold Hair Gel, 100 ml",PCRPCRSWT00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Set Wet Vertical Hold Hair Gel, 50 ml",PCRPCRSWT00000002,31/03/21,V2VZ01SR001-0001,In,36,0,0,0
32154,"Set Wet Wet Look Hair Gel, 50 ml",PCRPCRSWT00000001,31/03/21,V2VZ01SR001-0001,In,42,0,0,0
32154,"Parle Premium Rusk Real Elaichi, 200 gm",BSCBSCPAR00000019,31/03/21,V2VZ01SR001-0001,In,56,0,0,0
32154,"Patanjali ALOEVERA KANTI BODY CLEANSER,150 GM",PCRPCRPAT00000008,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali ALOEVERA KANTI BODY CLEANSER, 75 GM",PCRPCRPAT00000007,31/03/21,V2VZ01SR001-0001,In,0,1,0,0
32154,"Patanjali AMLA HAIR OIL, 100 ML",PCRPCRPAT00000006,31/03/21,V2VZ01SR001-0001,In,3,0,0,0
