Parent Name ,Brand,Category,HSN,GST,Cess,Surcharge,Brand Case Size,Inner Case Size
CORNITOS 150G TIKKA MASALA,Cornito,processed_food,21069099,12%,0%,0,24,1
CORNITOS 150G SWEET CHILLI,Cornito,processed_food,21069099,12%,0%,0,24,1
CORNITOS 150G SOUR CREAM & ONION,Cornito,processed_food,21069099,12%,0%,0,24,1
CORNITOS 150G SEA SALT,Cornito,processed_food,21069099,12%,0%,0,24,1
CORNITOS 150G SALTED PEANUTS,Cornito,processed_food,20081990,12%,0%,0,12,1
CORNITOS 150G PERI PERI,Cornito,processed_food,21069099,12%,0%,0,24,1
CORNITOS 150G JALAPINO,Cornito,processed_food,21069099,12%,0%,0,24,1
CORNITOS 150G CHEESE,Cornito,processed_food,21069099,12%,0%,0,24,1
FRIC BERGEN Mint Mayonnaise Box,FRIC BERGEN,processed_food,21039030,12%,0%,0,24,1
FRIC BERGEN Cheese Jalepeno Box,FRIC BERGEN,processed_food,21039030,12%,0%,0,24,1
FRIC BERGEN Salsa Dip Box,FRIC BERGEN,processed_food,21032000,12%,0%,0,24,1
FRIC BERGEN Tandoori Mayo Box,FRIC BERGEN,processed_food,21039030,12%,0%,0,24,1
FRIC BERGEN Pizza Pasta Sauce Box,FRIC BERGEN,processed_food,21032000,12%,0%,0,24,1
FRIC BERGEN Sandwich Spread Box,FRIC BERGEN,processed_food,21039030,12%,0%,0,24,1
FRIC BERGEN Mayonnaise Box,FRIC BERGEN,processed_food,21039030,12%,0%,0,24,1
FRIC BERGEN Pizza Pasta Sauce Sachet ,FRIC BERGEN,processed_food,21032000,12%,0%,0,168,1
FRIC BERGEN Sandwich Spread Sachet ,FRIC BERGEN,processed_food,21039030,12%,0%,0,168,1
FRIC BERGEN Mayonnaise Sachet ,FRIC BERGEN,processed_food,21039030,12%,0%,0,168,1
Loose Reetha,Local brand,staple_and_grocery,804,12%,0%,0,1,1
Loose Gur/Jaggery,Local brand,staple_and_grocery,804,12%,0%,0,1,1
Loose Gola Burada,Local brand,staple_and_grocery,801,5%,0%,0,1,1
Loose Chuwara,Local brand,staple_and_grocery,910,0%,0%,0,1,1
Loose Kale Til,Local brand,staple_and_grocery,1207,5%,0%,0,1,1
Masoor Daal Black 500Gm,Local brand,staple_and_grocery,713,5%,0%,0,1,1
Chironji 100Gm,Local brand,staple_and_grocery,802,12%,0%,0,1,1
Baskin Robin FRESH FRUIT TENDER COCONUT ICE CREAM 700ML,Baskin Robin,breakfast_dairy,402,5%,0%,0,1,1
Baskin Robin FRESH FRUIT FIG ANJEER ICE CREAM 700ML,Baskin Robin,breakfast_dairy,402,5%,0%,0,1,1
Baskin Robin VERY BERRY STRAWBERRY ICE CREAM  100ML,Baskin Robin,breakfast_dairy,402,5%,0%,0,1,1
Baskin Robin CRUNCHY BUTTERSCOTCH  ICECREAM  100ML,Baskin Robin,breakfast_dairy,402,5%,0%,0,1,1
Baskin Robin FRESH FRUIT ICE CREAM 100ML,Baskin Robin,breakfast_dairy,402,5%,0%,0,1,1
Baskin Robin VERY BERRY STRAWBERRY ICE CREAM  450ML,Baskin Robin,breakfast_dairy,402,5%,0%,0,1,1
Baskin Robin THREE CHEERS CHOCOLATE ICE CREAM 450ML,Baskin Robin,breakfast_dairy,402,5%,0%,0,1,1
Baskin Robin FRUTOPIA ALPHONSO MANGO FRUIT ICECREAM 100ML,Baskin Robin,breakfast_dairy,402,5%,0%,0,1,1
HERITAGE AGARBATTI STICKS 100GM ,Local brand,home_and_kitchen,33074100,5%,0%,0,1,1
OM SHANTHI PURE CAMPHOR 25 PCS ,Local brand,home_and_kitchen,33074100,5%,0%,0,1,1
OM SHANTHI PURE CAMPHOR 52 PCS ,Local brand,home_and_kitchen,33074100,5%,0%,0,1,1
HONEY ROSE SWEET AND PURE AGARBATTI 125GM + FREE MATCH  BOX,Local brand,home_and_kitchen,33074100,5%,0%,0,1,1
LIA PRIME ROSE AGARBATTI STICKS 115GM + 15GM SOAP FREE,Local brand,home_and_kitchen,33074100,5%,0%,0,1,1
LIA JAS JASMINE AGARBATTI STICKS 115GM + FREE SOAP OF 15GM,Local brand,home_and_kitchen,33074100,5%,0%,0,1,1
HIMALAYA HAND SANITIZER LEMON 30ML PACK OF 3,Himalaya,health_and_personal_care,34013090,18%,0%,0,28,2
Cycle Rhythm Orient Cones 10 N,Cycle,home_and_kitchen,33074100,5%,0%,0,1,1
Cycle Pure Agarbathies Three  In One 115  Gm ,Local brand,home_and_kitchen,3307,18%,0%,0,1,1
Nova Heavy Duty Floor Wiper 1N,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
Wiper,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Double Chabbi Rice,Local brand,staple_and_grocery,910,0%,0%,0,1,1
Winner By Gillette Stainless Steel Blades 5N,Local brand,health_and_personal_care,82122019,18%,0%,0,1,1
White Envelop,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Web Cleaner Brush,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Vicks Vapo Rub Pocket Pack,P&G,health_and_personal_care,30049011,12%,0%,0,1,1
Vicks Cough Drops Menthol,P&G,health_and_personal_care,30049011,12%,0%,0,1,1
Vicks Cough Drops Honey,P&G,health_and_personal_care,30049011,12%,0%,0,1,1
Vicks Cough Drops Ginger,P&G,health_and_personal_care,30049011,12%,0%,0,1,1
Vicks Baby Rub 10 Ml,P&G,health_and_personal_care,30049011,12%,0%,0,1,1
Tea Glass ,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Sky Rider A4 Line Creative Craft Sheet 20 Sheets ,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Sky Rider A4 Line Creative Craft Neon Sheet 20 Sheets ,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Sigma Permanent Markers 4 N,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Sigma Glue Stick 8 G,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Shri Krishna Dairy Desi Ghee 500 Ml,Local brand,staple_and_grocery,4050000,12%,0%,0,1,1
Shri Krishna Dairy Desi Ghee 1 L,Local brand,staple_and_grocery,4050000,12%,0%,0,1,1
Shivam Poly Craft Book Cover Roll 4.6 Mtr,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Shakti White Tape,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
School Mate Positive Notebook,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Saarthi A4 Neon Single 20 Sheets,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Saarthi A4 Designer Note Book 20 Sheets,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Rocket Stainless Steel Tongue Cleaner 6 N,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
Rat Poison Control 1N,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Rangoli Drawing Book 15 Pages,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Rangoli Drawing Book 10 Pages,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Rangoli Colors,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Ramesh Exclusive Life Without Liberty Is Like A Body Without Spirit Notebook,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Ramesh Exclusive Family Where Life Begins And Love Never Ends Notebook,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Ramesh Exclusive Every New Day Is A Chance To Change Your Life,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Ramesh Exclsuive Let The Adventure Begin Notebook,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Rajdhani Notebook,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Pushp Instant Mehandi Cone 1N,Local brand,health_and_personal_care,3305,18%,0%,0,1,1
Pushp Henna Natural Brown 20 G,Local brand,health_and_personal_care,3305,18%,0%,0,1,1
Prinjle Classic 20 Sheets ,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
Premier Synthetic Glue 20 Ml,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Pink Root Handwash Instant Protection Lemon 200 Ml,Local brand,health_and_personal_care,34013090,18%,0%,0,1,1
Pink Root Handwash Instant Protection Aloe Vera 500 Ml,Local brand,health_and_personal_care,34013090,18%,0%,0,1,1
Pink Root Handwash Instant Protection Aloe Vera 200 Ml,Local brand,health_and_personal_care,34013090,18%,0%,0,1,1
Pink Root Hand Run Aloe Vera 500 Ml,Local brand,health_and_personal_care,34013090,18%,0%,0,1,1
Perfect Wonder Electrical Insulating Tape,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
Pepsi Glass,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
Pentek Frosty,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Paper Clip Band,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Packit White Tape,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Packit Brown Tape,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Orange Color Duster,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
No Name Office File,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
No Name Neon Sheet,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
No Name Loofah 1 N,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
No Name Cardboard,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
No Name Brush 1N,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
No Name Bhunna Chana 500 G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
No Name Ajino Motto ,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
New Bala Ji International White Tape,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Neha Herbals Rachni Mehandi 500 Gm,Neha herbals,health_and_personal_care,3305,18%,0%,0,1,1
Natty Sharpener,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Natty Color Pop Pencil,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Nataraj Mist Pen,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Nataraj Jumbo Plasto Eraser ,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Nataraj Glow Pen,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Nataraj Classic Pen,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Name Slip Sticker 1N,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Matiz Fancy Tongue Cleaner 12N,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Liquipure Hand Sanitizeer 5 L,Local brand,health_and_personal_care,34013090,18%,0%,0,1,1
Kittu Quality Drawing Exercise Book 1 N,Local brand,stationery_office_supply,3506,18%,0%,0,1,1
Khushboo Bakers Fain Master 10 Pcs,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Khatmal Powder 1N,Local brand,home_and_kitchen,38089191,18%,0%,0,1,1
Joy Skin Fruits Fruit Moisturizing Skin Cream 30 Ml,JOY,health_and_personal_care,3304,18%,0%,0,1,1
Joy Pure Aloe Multi Benefit Skin Cream With Natural Skin Moisturisers 15 Ml,JOY,health_and_personal_care,3304,18%,0%,0,1,1
Joy Keshar Chandan Face Wash 20 Ml,JOY,health_and_personal_care,3401,18%,0%,0,1,1
Jaguar Kriza Emergency Blub 9W,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Jaguar 0.5 W Bulb,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Jaguar 0.5 W Bulb,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Invisible Pen,Local brand,stationery_office_supply,3506,18%,0%,0,1,1
Ikleo Stainless Steel Scrubber 1N,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Hetvi Tongue Cleaner 12 N,Local brand,home_and_kitchen,4818,18%,0%,0,1,1
Good Luck Ludo Goti,Local brand,stationery_office_supply,3506,18%,0%,0,1,1
Goldex Kiwi Gel Pen,Local brand,stationery_office_supply,3506,18%,0%,0,1,1
Godrej Expert Original Natural Black 3 G,Godrej,health_and_personal_care,33059040,18%,0%,0,1,1
Gimy Goldstar Pen,Local brand,stationery_office_supply,3506,18%,0%,0,1,1
Frutin Premium Pizza Spice Mix 1N,Local brand,staple_and_grocery,406,12%,0%,0,1,1
Froma Clean Lite Black Disinfectant Floor Cleaner 500 Ml,Local brand,home_and_kitchen,38089400,18%,0%,0,1,1
File Thread,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Faber Castell Pen,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Faber Castell Fx 5,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Elkos Que Gel,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Elkos City Gel Pen,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Eagle Grass Broom,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Duster For Kitchen,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Dona ,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Doms Neon Eraser,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Disposable Plate Small,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Disposable Plate Medium,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Disposable Plate Large,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Dabur Special Quick Absorbing Light Hair Oil Enriched With Lemon 200 Ml With Dabur Red Paste 45 G Worth Rs 20 Free,Dabur,health_and_personal_care,33059011,18%,0%,0,1,1
Comfort Camphor & Lemon Grass Incense Sticks 10 Sticks,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Club Fair Gel,Local brand,health_and_personal_care,33059040,18%,0%,0,1,1
Clove Oil 3 Ml,Local brand,staple_and_grocery,1514,5%,0%,0,1,1
Classmate B First Ball Pen,Classmate,stationery_office_supply,4901,12%,0%,0,1,1
Classic Saniya Ludo,Chuk-de,staple_and_grocery,1207,5%,0%,0,1,1
Chuk De Laung ,Chuk-de,staple_and_grocery,1207,5%,0%,0,1,1
Chuk De Kali Mirch 7.5 G,Chuk-de,staple_and_grocery,1207,5%,0%,0,1,1
Chuk De Ajwain 8 G,Chuk-de,staple_and_grocery,1207,5%,0%,0,1,1
"Chuahe,Chipkali And Cocoroach Killer 1N",Local brand,home_and_kitchen,38089199,18%,0%,0,1,1
Cello Wow Gel Pen,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Winner,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Permalin Eohp/Cd/Dvd,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello My Gel,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Gripper,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Frosty,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Fine Grip Ball Pen 2N,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Faster,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Candles ,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Camlin Permanent Marker Pen 1N,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
Bulb Holder,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Baygon Kills Cockroaches Flies 1N,SC Johnson,home_and_kitchen,38089199,18%,0%,0,1,1
Brush For Cleaning,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Egg Brown 25,SK Bajaj,breakfast_dairy,4070000,0%,0%,0,25,1
Egg White Gold 25,SK Bajaj,breakfast_dairy,4070000,0%,0%,0,25,1
Egg Kadak Nath Desi Breed,SK Bajaj,breakfast_dairy,4070000,0%,0%,0,6,1
Egg Brown 10,SK Bajaj,breakfast_dairy,4070000,0%,0%,0,10,1
Egg White Gold 10,SK Bajaj,breakfast_dairy,4070000,0%,0%,0,10,1
Tila Jadu,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Panasonic Aaa Battery ,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
Copisto Practical Notebook Physics 96 Pages,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Ericas H2 Women Anion Sanitary Pads 8 Pads,Local brand,health_and_personal_care,96190010,0%,0%,0,1,1
Pci Trubble Gum The Better Rat Trap 1N,Local brand,home_and_kitchen,38089191,18%,0%,0,1,1
Simpli Clean Kitchen Wiper 1N,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Simpli Clean No Dust Broom,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Ratan Gold Grass Broom,Local brand,stationery_office_supply,4016,12%,0%,0,1,1
Cleanzo Black Phenyle 1L,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Doms X1 Super Dark 10 N Pencils +1 N Sharpener + 1 N Eraser + 1 N Pont Protection Cap,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Namaste India Creamy Delicious Dahi 360 G,Local brand,breakfast_dairy,403,0%,0%,0,1,1
Namaste India Desi Ghee 500 Ml,Local brand,staple_and_grocery,4050000,12%,0%,0,1,1
Namaste India Desi Ghee 1L,Local brand,staple_and_grocery,4050000,12%,0%,0,1,1
Namaste India Sada Chaachh 350 Ml,Local brand,breakfast_dairy,403,0%,0%,0,1,1
Rishta'S Premium Wheat Maida 500 G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
White Tone Soft & Smooth Face Cream 50 G,VINI Cosmetic,health_and_personal_care,33049990,18%,0%,0,1,1
Frolic Pizza Cheese Mozzarella 200 G,Local brand,staple_and_grocery,406,12%,0%,0,1,1
Doms 6 Glitter ,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Mathematical Drawing Instrument Box ,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms 12 Colour Pencils With Sharpener Inside,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Sharpener,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Sharpener,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms A1 Deep Dark Graphite Pencils 10 Pencils,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Cello School Kit,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello School Kit,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Correction Pen ,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Colour Up 8 Clay Rods With 3 Moulds ,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Cello Maxriter ,Cello,stationery_office_supply,9608,12%,0%,0,1,1
Vlcc Advanced Hand Sanitizer 100Ml,VLCC,health_and_personal_care,30049099,18%,0%,0,1,1
Vlcc Advanced Hand Sanitizer 350Ml,VLCC,health_and_personal_care,30049099,18%,0%,0,1,1
Vlcc Advanced Hand Sanitizer 200Ml,VLCC,health_and_personal_care,30049099,18%,0%,0,1,1
Vlcc Advanced Hand Sanitizer 500 Ml,VLCC,health_and_personal_care,30049099,18%,0%,0,1,1
Vlcc Natural Sciences Ultimo Blends Charcoal Face Wash 100 Ml,VLCC,health_and_personal_care,33049990,18%,0%,0,1,1
Vlcc Natural Sciences 3 In 1 Intensive Care Cold Crwam 75 G,VLCC,health_and_personal_care,33049910,18%,0%,0,1,1
Vlcc Matte Look Depigmentation Sun Screen Gel Creme Spf 30 Pa 50 Ml,VLCC,health_and_personal_care,94042910,18%,0%,0,1,1
Vlcc Ayush Men Face Scrub 50 G,VLCC,health_and_personal_care,33049990,18%,0%,0,1,1
Vlcc Ayurveda Skin Purifying Doble Power Double Neem Face Wash 50 Ml,VLCC,health_and_personal_care,33049990,18%,0%,0,1,1
Vlcc Ayurveda Hadli And Tulsi Face Wash 100 Ml,VLCC,health_and_personal_care,33049990,18%,0%,0,1,1
Vlcc Ppaya & Apricot Face Scrub Skin Defense 80 G,VLCC,health_and_personal_care,33049990,18%,0%,0,1,1
Jaguar Prima Hd 14 W,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Jaguar 9W Prima,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Jaguar Lightning Prima Hd 5 W Led Bulb,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Jaguar Prima 9W,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Jaguar Prima 7 W,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Jaguar 3W Prima,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Kids Kiddy 25G,Local brand,stationery_office_supply,3506,18%,0%,0,1,1
Haryana Fresh Desi Ghee 1L,Local brand,staple_and_grocery,4059020,12%,0%,0,1,1
Roz Premium Ultra Mas Soft Napkins Print Napkins 160 Gms,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
Roz Premium Face Tissues 100 Pulls,Local brand,home_and_kitchen,85065000,18%,0%,0,1,1
Century Pulp & Paper Napkin Tissues 100 Pulls,Local brand,home_and_kitchen,4818,18%,0%,0,1,1
Century Pulp & Paper Napkin Tissues 100 Seviettes,Local brand,home_and_kitchen,4818,18%,0%,0,1,1
Century Pulp & Paper Napkin Tissues 100 Seviettes,Local brand,home_and_kitchen,4818,18%,0%,0,1,1
Century Pulp & Paper Napkin Tissues 50 Seviettes,Local brand,home_and_kitchen,4818,18%,0%,0,1,1
Doms Wow Kit,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Champions Kit,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Geomiti Mathematical Drawing Instrument Box,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Cd Dvd/Ohp Pen Marker Pen,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Refilp White Board Marker Pen,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Aqua 12 Water Colours Pens ,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms Stationery Kit,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms X1 Premium Mathematical Instrument Box,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
Doms X1 Crystal Sharpener,Local brand,stationery_office_supply,9609,12%,0%,0,1,1
"Closeup Everfresh+ Red Toothpaste, 150 gm",HUL,health_and_personal_care,3306,18%,0%,0,20,1
Pepsodent Germi Check + 175 Gm,HUL,health_and_personal_care,33061020,18%,0%,0,1,1
Pepsodent Germi Check + 80 Gm,HUL,health_and_personal_care,33061020,18%,0%,0,1,1
Sri Sri Tattva Neem Soap 75 Gm,Local brand,health_and_personal_care,3307,18%,0%,0,1,1
Sri Sri Tattva Organic Virgin Coconut Oil 100 Ml,Local brand,health_and_personal_care,33059011,18%,0%,0,1,1
Sri Sri Tattva Neemface Pack With Neem Extract 60 G,Local brand,health_and_personal_care,34013090,18%,0%,0,1,1
Sri Sri Tattva Rose Face Wash 60 Ml,Local brand,health_and_personal_care,34013090,18%,0%,0,1,1
"Sri Sri Tattva Anti Acne Gel With Tulsi ,Neem & Ginger Extract 10 G",Local brand,health_and_personal_care,33049910,18%,0%,0,1,1
Sri Sri Tattva Shuddhta Ka Naam Glycerin Soap 75 Gm,Local brand,health_and_personal_care,3307,18%,0%,0,1,1
Sri Sri Tattva Sandal Soap 100 Gm,Local brand,health_and_personal_care,3307,18%,0%,0,1,1
Sri Sri Tattva Shuddhta Ka Naam Malai Cream Soap 100 Gm,Local brand,health_and_personal_care,3307,18%,0%,0,1,1
Sri Sri Tattva Orange & Tulsi Soap 100 Gm,Local brand,health_and_personal_care,3307,18%,0%,0,1,1
Sri Sri Tattva Shuddhta Ka Naam Almond & Honey Soap 100 Gm,Local brand,health_and_personal_care,3307,18%,0%,0,1,1
"Sri Sri Rejuvenating Night Cream With Aloe Vera ,Cucumber And Lime Extracts 60 G",Local brand,health_and_personal_care,33049910,18%,0%,0,1,1
Neha Herbals Black 1N,Neha herbals,health_and_personal_care,3305,18%,0%,0,1,1
Neha Instant Mehandi Cone 1N,Neha herbals,health_and_personal_care,3305,18%,0%,0,1,1
Harvest Gold Bread 135 G,Harvest Gold,breakfast_dairy,1905,0%,0%,0,1,1
Harvest Gold Bread 300 G,Harvest Gold,breakfast_dairy,1905,0%,0%,0,1,1
Color Mate Hair Color Cream Burgundy 6.65 ,Local brand,health_and_personal_care,33059040,18%,0%,0,1,1
Fido Classic Mirror 1 N,Local brand,home_and_kitchen,9603,18%,0%,0,1,1
Vi John Women Saffron Fairness Body Lotion Milk And Almond 250 Ml,Vi John,health_and_personal_care,3304,18%,0%,0,1,1
Vi John Women Saffron Fairness Body Lotion Aloe Vera 250 Ml,Vi John,health_and_personal_care,3304,18%,0%,0,1,1
Vi John Shaving Foam 50 G,Vi John,health_and_personal_care,8212,18%,0%,0,1,1
Vi John Shaving Foam For Hard Skin 400 Gm,Vi John,health_and_personal_care,8212,18%,0%,0,1,1
Vi John Women Saffron Fairness Body Lotion Red Apple 100 Ml,Vi John,health_and_personal_care,3304,18%,0%,0,1,1
Vi John Women Saffron Fairness Body Lotion Cocoa Butter 100 Ml,Vi John,health_and_personal_care,3304,18%,0%,0,1,1
Vi John Women Saffron Fairness Body Lotion Red Apple 250 Ml,Vi John,health_and_personal_care,3304,18%,0%,0,1,1
Vlcc Almond Honey Body Lotion Skin Defense 350 Ml,VLCC,health_and_personal_care,94042910,18%,0%,0,1,1
Glade Touch N Fresh Floral Perfection12 Ml 1N,SC Johnson,home_and_kitchen,3307,18%,0%,0,1,1
Pedigree 400 G,Local brand,processed_food,30049011,12%,0%,0,1,1
Savlon Hexa Advanced 75*4 Gm,ITC,health_and_personal_care,34012000,18%,0%,0,1,1
Savlon Hexa Advanced 45 Gm,ITC,health_and_personal_care,34012000,18%,0%,0,1,1
Itc Nim Wash Vegetable And Fruit Wash 500 Ml,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Savlon Disinfectant Hand Sanitizer Liquid 500 Ml,ITC,health_and_personal_care,34022010,18%,0%,0,1,1
Savlon Active Gel Alcohol Hand Sanitizer 100 Ml,ITC,health_and_personal_care,34022010,18%,0%,0,1,1
Savlon Hygienic Hand Rub Liquid 500 Ml,ITC,health_and_personal_care,34022010,18%,0%,0,1,1
