Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
34426,"Dabur Sarso Amla Hair Oil,175 Ml",HROHARDAM00000008,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Colgate Strong Teeth, 100g",THPDCRCOL00000027,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Head & Shoulders Cool Menthol 180 ml,HPCHPCHNS00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Johnsons Baby Shampoo 100 ml,BSPBGMJNJ00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Godrej Protect Handwash 750 ml,HFWBDCGDP00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Vaseline Aloevera Soothe  Jelly 21  gm,BDCHPCVAS00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Pepsodent Cavity Protection Germi Check+ 200 gm,THPDCRPEP00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,TRESEMME HF DEFENSE CND 190ML,HCNHARTRE00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Lux Velvet Touch  Jasmine & Almond Oil Bath Soap 56 gm  Pack of 4,BDCHPCLUX00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Clinic Plus Shampoo Strong & Long 80 ml,HPCHPCCLI00000010,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Fair & Lovely Mens Rapid Action Facewash 50 gm,PREPREFAL00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Anti Dandruff Hair Oil 100 Ml,HPCHPCHIM00000227,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Himalaya Purifying Neem Face wash, 50 ml",HPCHPCHIM00000081,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Total Care Baby Pants Medium 9 S,DPNBGMHIM00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Park Avenue Beer Shampoo Shiny & Bouncy 180 Ml,HPCHPCPAR00000028,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Park Avenue Beer  Strong And Halthy Hair Shampoo 350Ml,HPCHPCPAR00000037,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Colgate charcoal clean 120 g,HPCHPCCOL00000033,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Pampers Pants Mideum 14 Pants,DPNBGMPAM00000016,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Dabur Sarso Amla Hair Oil,80 Ml",HROHARDAM00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"JohnsonS Baby Soap, 100 gm (Pack of 3)",BTSBDCJNJ00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,LIRIL LEMON  AND  TEA TREE OIL BW 250ML,HROHARLRL00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Ponds Dreamflower Talc 400 gm,FPGBDCPND00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Ponds Silky Smooth Skin,HPCHPCPND00000051,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Pure Hands Green Apple Hand Sanitizer 100Ml,HPCHPCHIM00000230,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Patanjali DANT KANTI NATURAL TOOTHPASTE, 100 GM",THPDCRPAT00000011,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Gillete Shave Gel 50gm,SBCMHGGIL00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Pampers Pants Small, 4pc",DPNBGMPAM00000026,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,PEARS FRSH AND RENEWAL CLNS FW 60G,HFWBDCPRS00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,DOVE PINK ROSA BB 100G,BTSBDCDOV00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Fair & Lovely Advanced Multi Vitamin 25 gm,HPCHPCFAL00000027,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Men Anti Hair Fall Cream 100 Gm,HPCHPCHIM00000161,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Dettol Liquid Handwash Skincare Pouch 750 ml,BDCHPCDET00000007,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Ayur Cold Cream With Aloevera 100Ml,HPCHPCAYU00000023,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Whisper Sanitary Pad Choice Regular, 7 Pcs",PCRPCRWSP00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Sunsilk Soft & Smooth Shampoo 180 ml,SHMHARSUN00000012,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Axe Signature Body Perfume Intense, 122 ml",FSPBDCAXE00000011,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Pepsodent Germicheck+25 Gm,HPCHPCPEP00000010,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Hair & Care Fruit Oils Green, 300 ml",HROHARHNC00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Hi,Alaya Nourishing Body Lotion Hydra",HPCHPCLOC00000497,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Moov Spray 80 gm,PHGHPCMOV00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,PANTENE SHMP SMOOTH SILKY 180ml,SHMHARPAN00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Pampers Pants (Medium)    1x28,DPNBGMPAM00000025,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Parachute Coconut Oil,100 ml Flip top",OGCSNGPAR00000007,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Godrej Expert Black Brown 20 gm,HCOPREGEX00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
